@relation kddtrain2017_20
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute class {0,1,2}
@data
0.04096,0.15587,0.35286,0.72181,0.24810,0.39486,0.08099,0.50469,0.31015,0.83201,0.38163,0.07108,0.19578,0.71786,0.57176,0.79671,0.87695,0.00039,0.56691,0.55855,1
0.41234,0.28864,0.29254,0.61199,0.48775,0.58467,0.24880,0.65904,0.00090,0.21219,0.66805,0.28369,0.48218,0.88557,0.49686,0.42564,0.34153,0.50409,0.68699,0.33666,1
0.12836,0.00062,0.42559,0.64234,0.61172,0.85043,0.25793,0.66840,0.00095,0.29609,0.61166,0.81425,0.30101,0.88584,0.65982,0.52298,0.42557,0.49625,0.74883,0.39832,1
0.32338,0.20422,0.06200,0.86792,0.71771,0.12482,0.23974,0.69988,0.00076,0.62829,0.58081,0.00077,0.37621,0.24872,0.27999,0.66488,0.52202,0.47885,0.78389,0.88557,0
0.14233,0.04486,0.47175,0.34593,0.00071,0.85435,0.28387,0.44262,0.08893,0.31433,0.53538,0.82373,0.33665,0.88561,0.67348,0.46041,0.44701,0.18647,0.26507,0.15996,2
0.50971,0.47314,0.69534,0.00089,0.37262,0.57562,0.88567,0.52762,0.81448,0.35841,0.64690,0.28305,0.88560,0.86796,0.46998,0.22175,0.56218,0.61177,0.18605,0.00065,2
0.38121,0.23962,0.07133,0.88589,0.80591,0.14210,0.28381,0.74354,0.00036,0.61517,0.61561,0.00093,0.41666,0.28363,0.24889,0.68169,0.52297,0.54993,0.84531,0.88561,0
0.44221,0.45633,0.13774,0.54971,0.06232,0.24809,0.00040,0.08005,0.02796,0.73912,0.05361,0.00082,0.16432,0.49622,0.44232,0.88594,0.68601,0.00929,0.34130,0.47801,0
0.29284,0.17756,0.10099,0.77928,0.66410,0.19948,0.23005,0.57565,0.00002,0.69087,0.46949,0.00071,0.30198,0.39898,0.31450,0.77902,0.60243,0.45137,0.66885,0.88584,0
0.58424,0.56642,0.63180,0.40772,0.22131,0.41230,0.88525,0.55347,0.85035,0.11137,0.74849,0.12444,0.75702,0.69970,0.35029,0.06213,0.28367,0.61133,0.51808,0.00047,0
0.00073,0.05374,0.46939,0.77439,0.49685,0.83290,0.00092,0.60221,0.10684,0.56650,0.45633,0.77943,0.20495,0.88599,0.65563,0.61108,0.67714,0.20473,0.64662,0.75209,2
0.57510,0.44219,0.22134,0.36303,0.21231,0.44256,0.26514,0.52792,0.00002,0.30129,0.61140,0.00077,0.55828,0.88522,0.52719,0.53152,0.43486,0.38124,0.34123,0.25700,1
0.44265,0.32735,0.52475,0.44768,0.33693,0.39494,0.88526,0.58048,0.65593,0.06661,0.78813,0.11527,0.64258,0.67332,0.34197,0.00044,0.26137,0.75209,0.61174,0.00940,0
0.85461,0.88572,0.71295,0.00085,0.21214,0.54051,0.82385,0.15924,0.88580,0.32342,0.38513,0.23928,0.65516,0.84161,0.42543,0.28380,0.42900,0.66470,0.10635,0.00039,1
0.42005,0.30518,0.36151,0.65592,0.49686,0.72167,0.23040,0.63722,0.00071,0.21742,0.66434,0.55899,0.42948,0.88583,0.67759,0.43437,0.32717,0.54968,0.69044,0.42577,1
0.44232,0.34155,0.26333,0.60297,0.41631,0.52752,0.20422,0.63330,0.00060,0.22651,0.64202,0.16846,0.48707,0.88537,0.46017,0.45118,0.34134,0.43421,0.65056,0.31923,1
0.00091,0.00480,0.28329,0.62479,0.38914,0.55866,0.00071,0.63748,0.00986,0.70852,0.51369,0.31957,0.23570,0.79629,0.77998,0.64676,0.82772,0.14211,0.60243,0.43477,1
0.09751,0.02749,0.45866,0.34530,0.00060,0.86316,0.19580,0.44255,0.05301,0.36713,0.54930,0.84187,0.30518,0.88512,0.69521,0.44248,0.51823,0.21216,0.29224,0.10692,2
0.54406,0.39897,0.39276,0.76164,0.88566,0.78396,0.29269,0.81489,0.00034,0.30586,0.66857,0.88534,0.51808,0.68121,0.55803,0.61120,0.28845,0.59338,0.77010,0.86735,2
0.00017,0.05813,0.42769,0.83267,0.56608,0.73926,0.00046,0.72657,0.11501,0.53538,0.56602,0.75294,0.31006,0.72628,0.43496,0.88567,0.40790,0.24849,0.67340,0.88542,2
0.02270,0.00023,0.35685,0.72108,0.56602,0.71294,0.04422,0.69534,0.00010,0.88529,0.61127,0.57531,0.31053,0.85059,0.78369,0.88580,0.73531,0.39822,0.59768,0.81489,2
0.58478,0.75242,0.61986,0.62855,0.00009,0.50488,0.39801,0.08406,0.73504,0.32714,0.08806,0.51321,0.32767,0.49687,0.49189,0.65504,0.44205,0.00994,0.44242,0.37258,2
0.35497,0.20857,0.40351,0.63324,0.38104,0.80554,0.29276,0.62875,0.00070,0.27409,0.73080,0.72659,0.45614,0.88527,0.66893,0.54958,0.39454,0.58491,0.63311,0.38193,1
0.44229,0.45152,0.10252,0.58038,0.32783,0.18621,0.00058,0.37689,0.01868,0.75220,0.21207,0.00045,0.19525,0.37248,0.34139,0.88565,0.62424,0.00048,0.41631,0.65507,0
0.06604,0.00094,0.44218,0.35883,0.38126,0.88526,0.13390,0.23555,0.00089,0.54417,0.17371,0.88548,0.06648,0.88586,0.75226,0.64658,0.60615,0.25767,0.29200,0.51342,0
0.00053,0.06665,0.39651,0.73020,0.42580,0.65952,0.00029,0.65557,0.13360,0.61189,0.51315,0.69988,0.25290,0.61909,0.38918,0.88516,0.48231,0.14273,0.58880,0.70850,2
0.64280,0.64666,0.42525,0.31442,0.00003,0.44229,0.39887,0.02721,0.40781,0.69902,0.17312,0.00082,0.34150,0.88578,0.73945,0.63791,0.82371,0.29278,0.15040,0.32745,2
0.00040,0.00074,0.39676,0.67366,0.56666,0.79247,0.00095,0.63713,0.00077,0.53178,0.47327,0.88529,0.20494,0.69903,0.70836,0.69937,0.62470,0.23904,0.69551,0.52277,2
0.46561,0.47823,0.36113,0.43499,0.16801,0.63388,0.06234,0.08417,0.08824,0.75298,0.00024,0.65500,0.19089,0.61107,0.74893,0.76191,0.81443,0.00067,0.29236,0.45185,0
0.00065,0.07186,0.35254,0.74319,0.73570,0.56262,0.00047,0.81099,0.14206,0.58494,0.61532,0.26570,0.30139,0.85899,0.79251,0.59350,0.73022,0.34588,0.72695,0.77030,2
0.56655,0.44276,0.23733,0.38502,0.23069,0.47368,0.24874,0.42548,0.00024,0.19932,0.46969,0.06218,0.49668,0.88507,0.47872,0.39830,0.33266,0.31924,0.39856,0.20431,1
0.05815,0.00064,0.33025,0.51392,0.41696,0.65984,0.11506,0.54473,0.00023,0.83237,0.46542,0.53198,0.23566,0.78882,0.69921,0.77956,0.88594,0.25775,0.42018,0.60254,1
0.63736,0.65068,0.42981,0.37251,0.00037,0.44223,0.38966,0.04037,0.41685,0.73086,0.12835,0.00018,0.34191,0.88573,0.73570,0.69992,0.81915,0.17700,0.19598,0.35407,2
0.50481,0.44245,0.27066,0.34142,0.09768,0.54036,0.12442,0.04945,0.00056,0.75247,0.02793,0.45117,0.28349,0.62850,0.54926,0.73533,0.82777,0.05365,0.19986,0.38183,0
0.64217,0.74312,0.57541,0.37247,0.00045,0.54980,0.39836,0.00017,0.60285,0.42528,0.07177,0.43449,0.37647,0.66463,0.52725,0.64627,0.54459,0.14226,0.20853,0.32702,2
0.02770,0.00041,0.44269,0.80187,0.56688,0.88508,0.05354,0.61158,0.00070,0.59702,0.45195,0.88599,0.20840,0.88563,0.71243,0.57553,0.69532,0.24881,0.67719,0.81433,2
0.68614,0.84539,0.72620,0.54062,0.00026,0.64693,0.48730,0.01369,0.80560,0.33697,0.05348,0.73566,0.41242,0.55814,0.49184,0.67366,0.44226,0.08040,0.36332,0.35442,2
0.00041,0.05302,0.33896,0.63773,0.31957,0.57169,0.00098,0.60295,0.10665,0.79292,0.50043,0.40709,0.21769,0.73540,0.75203,0.69916,0.88510,0.11559,0.55816,0.47885,1
0.61160,0.63757,0.40325,0.33634,0.00069,0.41640,0.33680,0.12443,0.38953,0.73511,0.13356,0.00085,0.35013,0.83268,0.61183,0.76113,0.79674,0.01852,0.14681,0.38196,2
0.25737,0.14617,0.33200,0.59391,0.43486,0.66496,0.22147,0.65978,0.00076,0.22126,0.65089,0.44234,0.38500,0.88597,0.58014,0.44201,0.33229,0.41654,0.63328,0.35471,1
0.88556,0.85861,0.70888,0.00018,0.31033,0.58420,0.88568,0.16464,0.83268,0.38105,0.36310,0.32765,0.64603,0.84161,0.56635,0.27428,0.54421,0.70858,0.15528,0.00007,1
0.63374,0.62418,0.40048,0.22188,0.00078,0.43820,0.38193,0.04020,0.36341,0.61972,0.22112,0.00086,0.42996,0.87616,0.63794,0.63769,0.74327,0.36370,0.07109,0.30163,2
0.00479,0.00016,0.26811,0.61973,0.35405,0.53599,0.00929,0.51830,0.00055,0.85053,0.40382,0.30174,0.18634,0.77085,0.69507,0.81440,0.88526,0.12410,0.50057,0.59304,1
0.86711,0.88529,0.58264,0.10270,0.31006,0.27912,0.85008,0.22649,0.88594,0.37290,0.39468,0.00003,0.65972,0.55889,0.41203,0.17775,0.50449,0.64690,0.25706,0.00020,1
0.27063,0.18128,0.37233,0.66463,0.58489,0.74303,0.17715,0.67301,0.00025,0.23025,0.58458,0.60206,0.31418,0.88534,0.62808,0.46070,0.33235,0.40776,0.73502,0.44270,1
0.48789,0.38160,0.55193,0.46052,0.34587,0.42906,0.88512,0.57184,0.67373,0.11147,0.77037,0.16823,0.65992,0.69029,0.34557,0.00074,0.27091,0.74363,0.61593,0.03572,0
0.39431,0.29638,0.16291,0.78852,0.61101,0.32360,0.19507,0.64285,0.00018,0.82758,0.54078,0.00082,0.40354,0.64641,0.52786,0.88509,0.75708,0.40780,0.68611,0.81424,0
0.44239,0.46018,0.20103,0.30540,0.03525,0.36755,0.00067,0.01867,0.03513,0.54973,0.00957,0.17766,0.22121,0.55866,0.46596,0.77949,0.60275,0.01899,0.11922,0.40759,0
0.52700,0.42965,0.61745,0.36715,0.30171,0.54477,0.88524,0.59376,0.69068,0.00942,0.79659,0.39847,0.72198,0.69058,0.37273,0.01803,0.21219,0.70881,0.51851,0.00026,0
0.22670,0.19983,0.52227,0.27971,0.00074,0.82334,0.27498,0.44279,0.22185,0.29644,0.46549,0.76167,0.50478,0.88558,0.60637,0.53132,0.43464,0.04402,0.15912,0.23944,2
0.50905,0.47808,0.80889,0.00057,0.23926,0.79201,0.88551,0.40782,0.82316,0.47884,0.56231,0.73552,0.88524,0.85072,0.51321,0.36319,0.65521,0.54941,0.11927,0.00026,2
0.51370,0.41266,0.16202,0.85097,0.66482,0.32311,0.20407,0.70420,0.00061,0.79244,0.58851,0.00079,0.44797,0.64600,0.48249,0.86752,0.69950,0.43458,0.73928,0.88597,0
0.09717,0.09382,0.16457,0.60621,0.38905,0.32750,0.00992,0.42948,0.00012,0.88577,0.30106,0.13345,0.00436,0.52253,0.51309,0.88519,0.80185,0.13324,0.48259,0.63786,0
0.00038,0.00027,0.26895,0.69937,0.38901,0.53501,0.00071,0.56639,0.00088,0.71209,0.44770,0.36338,0.19977,0.70844,0.62411,0.69073,0.81022,0.15093,0.63766,0.51355,1
0.46566,0.31416,0.34562,0.55828,0.46903,0.69021,0.30118,0.67741,0.00025,0.18656,0.73068,0.49637,0.47319,0.88570,0.50472,0.37252,0.33274,0.57505,0.66888,0.24859,1
0.22613,0.10299,0.36313,0.67317,0.63738,0.72633,0.24853,0.64653,0.00085,0.22631,0.57590,0.56619,0.33627,0.88589,0.55847,0.45118,0.33206,0.49658,0.76193,0.46037,1
0.42904,0.34104,0.17002,0.68692,0.55847,0.34196,0.17759,0.54448,0.00043,0.88573,0.44756,0.00047,0.34504,0.68145,0.53505,0.88527,0.81948,0.36326,0.59310,0.74375,0
0.00047,0.02710,0.21263,0.46981,0.38945,0.37200,0.00044,0.58853,0.05349,0.84588,0.50403,0.03575,0.22611,0.70801,0.57573,0.80578,0.88501,0.22141,0.39867,0.53111,1
0.52259,0.52718,0.35897,0.47813,0.00002,0.43423,0.27441,0.23951,0.28351,0.76153,0.23925,0.00060,0.22163,0.86752,0.73001,0.63745,0.88590,0.00027,0.31943,0.31974,2
0.46080,0.44223,0.18835,0.32332,0.21230,0.37671,0.03535,0.23952,0.00079,0.67712,0.15946,0.00004,0.30559,0.75208,0.51858,0.77925,0.73032,0.05328,0.19929,0.46016,0
0.23006,0.16883,0.54615,0.35448,0.00054,0.75784,0.46084,0.44260,0.33630,0.19991,0.58043,0.62813,0.45673,0.88584,0.56263,0.34569,0.35859,0.27428,0.34102,0.02799,2
0.55344,0.44297,0.21972,0.32329,0.23905,0.43840,0.22110,0.53141,0.00001,0.43499,0.60229,0.00076,0.46929,0.87611,0.62435,0.66445,0.54479,0.38146,0.22134,0.44204,1
0.00095,0.00437,0.20130,0.59733,0.39829,0.39406,0.00048,0.64269,0.00962,0.72674,0.52207,0.13324,0.24357,0.65504,0.42986,0.81434,0.76110,0.15972,0.53139,0.53191,1
0.43442,0.30535,0.26572,0.50431,0.24863,0.53193,0.25785,0.56682,0.00018,0.19089,0.64297,0.17796,0.42975,0.88574,0.50039,0.38174,0.31923,0.39846,0.51357,0.23091,1
0.26565,0.48746,0.61194,0.50419,0.43434,0.63709,0.14218,0.21760,0.58480,0.78392,0.00085,0.47863,0.39484,0.79699,0.49663,0.68120,0.73066,0.00092,0.27933,0.88595,2
0.55329,0.55894,0.45132,0.30142,0.00061,0.60289,0.29201,0.00089,0.30184,0.65091,0.09309,0.31945,0.25777,0.88596,0.88572,0.57589,0.80157,0.18647,0.15950,0.28305,2
0.49679,0.53135,0.45139,0.31486,0.00013,0.59320,0.23932,0.01309,0.31026,0.61967,0.04487,0.30122,0.11990,0.88555,0.88504,0.51362,0.74891,0.06213,0.18610,0.25724,2
0.46983,0.58470,0.73908,0.35002,0.00015,0.66402,0.58485,0.44247,0.81482,0.28837,0.54937,0.60265,0.68169,0.72619,0.51355,0.57548,0.44273,0.21274,0.25230,0.19578,0
0.72693,0.84593,0.75256,0.15905,0.00064,0.69989,0.56614,0.00046,0.80501,0.32742,0.15998,0.61143,0.49170,0.78880,0.42077,0.56678,0.48787,0.31925,0.04414,0.23093,2
0.50037,0.44279,0.16297,0.15046,0.08828,0.32375,0.11518,0.12843,0.00080,0.56653,0.18169,0.00046,0.33620,0.64666,0.43805,0.63704,0.69087,0.19579,0.05873,0.27477,0
0.86309,0.88526,0.62433,0.00007,0.36371,0.36386,0.84121,0.20419,0.88595,0.29258,0.36798,0.01847,0.63750,0.70830,0.51309,0.10650,0.46008,0.69042,0.18163,0.00055,1
0.44242,0.59312,0.37255,0.13342,0.11519,0.44280,0.00045,0.22646,0.30132,0.56608,0.21293,0.23971,0.36395,0.64601,0.50906,0.58414,0.71709,0.08890,0.05868,0.26590,0
0.32300,0.22629,0.19073,0.76568,0.57567,0.38142,0.19593,0.58053,0.00085,0.72618,0.48229,0.00000,0.31060,0.76122,0.41205,0.88591,0.70445,0.38132,0.66809,0.77080,2
0.18674,0.15571,0.53187,0.17398,0.01879,0.88580,0.23971,0.18674,0.17790,0.42045,0.17701,0.88579,0.35873,0.88548,0.71225,0.60243,0.52297,0.00039,0.00976,0.34539,2
0.48230,0.39876,0.62432,0.44246,0.31032,0.53185,0.88593,0.58899,0.71769,0.11539,0.80581,0.20468,0.67751,0.85805,0.42976,0.05311,0.32305,0.74393,0.59721,0.00005,0
0.65916,0.77907,0.69006,0.61194,0.00013,0.70882,0.43455,0.05367,0.67370,0.32307,0.08872,0.76156,0.43456,0.65534,0.42099,0.64679,0.44269,0.07175,0.44261,0.33642,2
0.82381,0.88584,0.68611,0.06271,0.33642,0.48751,0.76156,0.16819,0.88582,0.37216,0.31461,0.27452,0.59771,0.69988,0.59345,0.12458,0.52712,0.62886,0.23096,0.00015,1
0.44280,0.58412,0.30888,0.17339,0.10650,0.33223,0.00066,0.15065,0.28303,0.60659,0.14681,0.00077,0.35456,0.66478,0.45604,0.62804,0.73596,0.09700,0.07527,0.30101,0
0.61532,0.58001,0.34779,0.39448,0.00090,0.42026,0.34598,0.11913,0.27496,0.74837,0.21248,0.00009,0.39804,0.84127,0.63384,0.70866,0.83684,0.18670,0.22620,0.33662,2
0.00097,0.13738,0.43808,0.76585,0.70852,0.60264,0.00069,0.79694,0.27404,0.46049,0.57150,0.31909,0.22636,0.88563,0.81423,0.46976,0.64249,0.25702,0.71293,0.81462,2
0.08032,0.08458,0.36171,0.72600,0.69982,0.71208,0.00033,0.79296,0.00943,0.30561,0.61168,0.65517,0.37269,0.77092,0.52215,0.61169,0.44202,0.33686,0.79215,0.56658,2
0.44285,0.37273,0.69229,0.23088,0.29223,0.64247,0.88556,0.55880,0.74311,0.57195,0.71289,0.49638,0.80536,0.78846,0.63780,0.25721,0.72153,0.60241,0.37690,0.00010,2
0.52787,0.49609,0.33618,0.41296,0.14248,0.56606,0.16826,0.07105,0.10606,0.80166,0.00052,0.48792,0.27944,0.64655,0.57503,0.78895,0.85018,0.00075,0.26134,0.44217,0
0.00044,0.00410,0.20617,0.54427,0.38193,0.40307,0.00038,0.63358,0.00931,0.66863,0.53167,0.05341,0.24850,0.75220,0.61903,0.71786,0.75269,0.17777,0.49132,0.48729,1
0.44279,0.46046,0.28166,0.12425,0.10636,0.52707,0.00004,0.20401,0.03557,0.40717,0.17396,0.16855,0.29659,0.88584,0.60252,0.51359,0.57501,0.04408,0.05366,0.24864,0
0.35419,0.24382,0.31646,0.60293,0.39833,0.63387,0.22155,0.58844,0.00064,0.14605,0.66820,0.38148,0.38156,0.88573,0.65062,0.29229,0.30137,0.55877,0.64283,0.31951,1
0.53152,0.44229,0.22189,0.31407,0.06297,0.44284,0.17709,0.03177,0.00036,0.71298,0.04052,0.25714,0.31986,0.62841,0.51372,0.69036,0.81000,0.08022,0.17716,0.33654,0
0.01398,0.00041,0.33270,0.68148,0.35491,0.66419,0.02720,0.60296,0.00025,0.79698,0.49601,0.46050,0.23964,0.86795,0.87698,0.70814,0.88521,0.14290,0.58853,0.54060,1
0.52707,0.56292,0.68198,0.35040,0.09717,0.47888,0.81474,0.49135,0.88529,0.15529,0.67754,0.21276,0.74840,0.74381,0.39869,0.31009,0.35425,0.46939,0.39877,0.00098,0
0.44243,0.44701,0.20195,0.46994,0.32752,0.39481,0.00098,0.23014,0.00982,0.77997,0.12865,0.00087,0.19043,0.78833,0.60273,0.77055,0.83633,0.12457,0.36353,0.54044,0
0.40717,0.26113,0.39477,0.76187,0.88537,0.78835,0.29274,0.80153,0.00070,0.27015,0.65575,0.71753,0.45135,0.85805,0.43890,0.54099,0.39855,0.59377,0.88598,0.63786,2
0.77983,0.73080,0.28818,0.67780,0.77998,0.00049,0.67383,0.65980,0.57554,0.42975,0.71214,0.00041,0.58892,0.00036,0.14257,0.27474,0.33643,0.88524,0.81959,0.49630,2
0.20867,0.09770,0.22376,0.69010,0.69996,0.44731,0.22122,0.49657,0.00043,0.69543,0.37652,0.06248,0.19582,0.83223,0.41632,0.88548,0.69591,0.46045,0.60687,0.86705,2
0.49162,0.44263,0.19758,0.31046,0.38927,0.39422,0.09772,0.29656,0.00048,0.65972,0.19566,0.00076,0.32318,0.78835,0.51877,0.75216,0.72619,0.18624,0.23560,0.54023,0
0.28843,0.34565,0.35882,0.46929,0.27484,0.43443,0.16870,0.19566,0.28362,0.86788,0.05883,0.00030,0.13370,0.86744,0.65542,0.85038,0.88542,0.00097,0.32712,0.55865,2
0.44761,0.46559,0.23944,0.07148,0.00096,0.43489,0.00921,0.10613,0.04415,0.50950,0.19578,0.30185,0.27409,0.56626,0.51385,0.50457,0.69926,0.17758,0.00025,0.14238,0
0.46909,0.42532,0.67587,0.42056,0.24849,0.55348,0.88538,0.56642,0.79692,0.09774,0.76534,0.23051,0.69971,0.87633,0.43868,0.14270,0.29683,0.64673,0.54464,0.00070,0
0.44290,0.29203,0.54429,0.44246,0.37293,0.50461,0.88575,0.54915,0.58486,0.14622,0.73950,0.23986,0.58438,0.77059,0.46550,0.00037,0.34197,0.75229,0.62835,0.00088,0
0.44244,0.44287,0.14200,0.22159,0.15012,0.28339,0.00064,0.08034,0.00099,0.64659,0.08453,0.00078,0.21722,0.56688,0.35479,0.78854,0.69587,0.15991,0.08417,0.42502,0
0.59312,0.63722,0.38189,0.50049,0.00028,0.37291,0.30110,0.16495,0.38996,0.70875,0.21753,0.00060,0.35412,0.74354,0.58462,0.68144,0.81040,0.10653,0.33295,0.33671,2
0.47859,0.49625,0.24653,0.63734,0.38969,0.38538,0.07191,0.27431,0.10676,0.57516,0.08091,0.08844,0.12874,0.68158,0.34145,0.88554,0.36366,0.00024,0.38917,0.88572,0
0.01886,0.00017,0.35092,0.75754,0.62895,0.69946,0.03503,0.75759,0.00038,0.37234,0.59737,0.70859,0.31918,0.69002,0.48710,0.60234,0.51317,0.31033,0.75740,0.62866,2
0.39490,0.40397,0.18433,0.53546,0.36316,0.35024,0.00032,0.22134,0.01885,0.85824,0.12494,0.00024,0.08097,0.69929,0.51896,0.83283,0.88596,0.16892,0.42532,0.58432,0
0.13394,0.09739,0.50200,0.26143,0.01891,0.81969,0.25727,0.31055,0.18699,0.41234,0.30141,0.88574,0.34512,0.75246,0.63797,0.67350,0.51848,0.00040,0.09742,0.34574,2
0.02796,0.07504,0.23953,0.71296,0.31958,0.38143,0.00044,0.60232,0.09700,0.78865,0.46084,0.00032,0.23501,0.76136,0.54497,0.82354,0.81952,0.03565,0.57509,0.59395,1
0.13708,0.05874,0.46053,0.36719,0.00069,0.80537,0.27439,0.44231,0.11560,0.28892,0.53522,0.72605,0.33250,0.88589,0.61524,0.42593,0.42021,0.18615,0.29287,0.15066,2
0.43896,0.29212,0.28898,0.59312,0.31045,0.57573,0.29280,0.59764,0.00032,0.23059,0.73088,0.26546,0.50044,0.88592,0.56619,0.46014,0.36787,0.57576,0.58833,0.31997,1
0.84122,0.81914,0.69088,0.00032,0.23012,0.62810,0.79662,0.12890,0.75290,0.31921,0.36394,0.37219,0.61996,0.88550,0.49117,0.30110,0.48241,0.69943,0.11507,0.00002,1
0.65024,0.81460,0.71554,0.61528,0.00071,0.59711,0.50464,0.06669,0.83279,0.31943,0.12833,0.64647,0.48286,0.54924,0.50964,0.63763,0.44233,0.12499,0.44230,0.34519,2
0.00047,0.05375,0.23227,0.67353,0.43416,0.35830,0.00010,0.65903,0.10690,0.79218,0.50917,0.10670,0.23504,0.61119,0.42070,0.88523,0.78888,0.13389,0.56648,0.64619,1
0.36740,0.25213,0.13565,0.88542,0.70860,0.27054,0.23032,0.73542,0.00057,0.58468,0.61565,0.00073,0.43490,0.54096,0.33608,0.71707,0.50011,0.46977,0.79674,0.88579,0
0.24379,0.11152,0.39813,0.31057,0.00052,0.70852,0.35489,0.44211,0.08824,0.17382,0.58878,0.53171,0.42572,0.88583,0.53135,0.34540,0.33646,0.29297,0.30519,0.00904,2
0.54445,0.65031,0.73274,0.31959,0.00038,0.83604,0.41674,0.00063,0.62838,0.42528,0.07520,0.88562,0.35822,0.78829,0.62440,0.62882,0.55317,0.15032,0.16815,0.30159,2
0.61936,0.73023,0.53833,0.47330,0.00964,0.50063,0.35485,0.00416,0.57507,0.36754,0.00085,0.45197,0.31911,0.54972,0.52263,0.72643,0.44710,0.00032,0.29256,0.37213,2
0.50426,0.38514,0.13763,0.88173,0.70813,0.27405,0.23966,0.75271,0.00000,0.67721,0.63344,0.00049,0.49666,0.54995,0.42905,0.75204,0.61196,0.46963,0.79288,0.88573,0
0.65935,0.55880,0.23530,0.71252,0.79642,0.00072,0.67375,0.67746,0.46907,0.46594,0.72182,0.00055,0.53185,0.00016,0.16819,0.30187,0.37219,0.88574,0.84111,0.54093,2
0.03503,0.00008,0.29454,0.53138,0.44249,0.58814,0.07165,0.58008,0.00004,0.87687,0.49671,0.43481,0.25294,0.74376,0.61516,0.86725,0.88509,0.27432,0.43427,0.63706,1
0.24338,0.43418,0.52004,0.33295,0.07198,0.30566,0.35432,0.35036,0.73582,0.85822,0.31492,0.00023,0.33690,0.61123,0.46092,0.83247,0.88552,0.00027,0.15009,0.43497,2
0.45647,0.26540,0.53181,0.44269,0.37243,0.55899,0.88557,0.56621,0.50403,0.03509,0.78332,0.26525,0.56636,0.85038,0.42572,0.00974,0.25209,0.80522,0.62800,0.00022,0
0.44757,0.46951,0.27790,0.22156,0.21260,0.50041,0.00902,0.12432,0.05389,0.58412,0.01889,0.33638,0.23576,0.66413,0.60672,0.67372,0.69055,0.00092,0.10611,0.44263,0
0.42077,0.23578,0.17360,0.38947,0.52238,0.34588,0.37212,0.59784,0.00081,0.88570,0.65032,0.04462,0.50493,0.64664,0.53506,0.88511,0.74319,0.62833,0.26110,0.77979,2
0.44270,0.32335,0.44703,0.08834,0.32736,0.24872,0.88598,0.44291,0.64630,0.52780,0.60265,0.05325,0.73071,0.44240,0.40395,0.16875,0.66403,0.64667,0.25222,0.00024,2
0.31485,0.38942,0.34732,0.64650,0.27444,0.39423,0.15021,0.42007,0.30147,0.80576,0.28306,0.00098,0.19518,0.78808,0.57541,0.82368,0.83644,0.00019,0.50993,0.54911,2
0.50092,0.31450,0.40781,0.42965,0.09742,0.81473,0.37291,0.49196,0.00050,0.19082,0.65048,0.74368,0.52208,0.88573,0.66858,0.29294,0.35043,0.41627,0.41696,0.12454,1
0.88157,0.88576,0.65985,0.00911,0.16808,0.43481,0.87666,0.08464,0.88593,0.45134,0.27906,0.07150,0.54980,0.79662,0.41600,0.31985,0.54934,0.55833,0.09384,0.00081,1
0.00431,0.00080,0.44249,0.77028,0.47839,0.88577,0.00953,0.57132,0.00025,0.53571,0.43462,0.88552,0.19000,0.88560,0.71289,0.53180,0.64670,0.20493,0.64615,0.72654,2
0.47882,0.41629,0.58428,0.44273,0.31059,0.40725,0.88591,0.57113,0.76101,0.12862,0.76594,0.03506,0.67743,0.77951,0.38937,0.03590,0.30166,0.69940,0.59774,0.00075,0
0.65072,0.68104,0.45461,0.35896,0.00069,0.42984,0.41638,0.06282,0.47884,0.73958,0.19978,0.00030,0.41680,0.85880,0.61136,0.78832,0.78854,0.27466,0.15597,0.40720,2
0.62825,0.77491,0.60861,0.50470,0.00090,0.55359,0.37294,0.00024,0.66458,0.37212,0.00950,0.55862,0.32780,0.54940,0.57104,0.69910,0.46551,0.01889,0.32319,0.36350,2
0.43466,0.54988,0.50931,0.58076,0.17732,0.51324,0.27410,0.13359,0.50434,0.64278,0.04491,0.51330,0.13736,0.51341,0.69927,0.88559,0.61589,0.00068,0.40797,0.52225,2
0.48266,0.44235,0.17513,0.25270,0.09760,0.35021,0.08094,0.04965,0.00047,0.63347,0.03530,0.12447,0.26143,0.57513,0.44274,0.69999,0.72632,0.07180,0.11919,0.36325,0
0.48206,0.49625,0.19969,0.25235,0.08892,0.29261,0.08090,0.10250,0.10681,0.60272,0.05829,0.00019,0.28837,0.58409,0.39485,0.73507,0.67730,0.00005,0.10653,0.38112,0
0.40784,0.22611,0.42713,0.52710,0.54901,0.40393,0.81422,0.58012,0.45109,0.19500,0.74864,0.17734,0.47377,0.62866,0.34167,0.00002,0.34583,0.88500,0.71781,0.16820,0
0.55356,0.49664,0.67051,0.13392,0.34595,0.59762,0.85838,0.61562,0.74335,0.45161,0.76547,0.31073,0.84590,0.88593,0.44220,0.38954,0.64608,0.64613,0.30512,0.00063,2
